Date, Close/Last, Volume, Open, High, Low
12/26/2013, 18.9717, 1305216, 18.8, 18.9767, 18.78
12/24/2013, 18.6867, 670614, 18.5817, 18.7017, 18.5817
12/23/2013, 18.575, 1274088, 18.57, 18.63, 18.5133
12/20/2013, 18.4483, 1418466, 18.3567, 18.555, 18.3467
12/19/2013, 18.3117, 1779198, 18.2267, 18.3467, 18.1867
12/18/2013, 18.2933, 3445853, 17.715, 18.295, 17.4807
12/17/2013, 17.62, 1288536, 17.735, 17.7433, 17.5467
12/16/2013, 17.6617, 2217906, 17.5383, 17.7617, 17.5233
12/13/2013, 17.38, 1458792, 17.3633, 17.454, 17.2883
12/12/2013, 17.34, 2147790, 17.5067, 17.5567, 17.2583
12/11/2013, 17.5333, 1560876, 17.8817, 17.8867, 17.5133
12/10/2013, 17.8417, 705072, 17.8583, 17.9484, 17.83
12/09/2013, 17.97, 1023378, 17.9833, 18.0317, 17.9373
12/06/2013, 17.9483, 1548804, 17.825, 17.9517, 17.7183
12/05/2013, 17.5, 1448994, 17.5633, 17.6667, 17.4733
12/04/2013, 17.6417, 1859508, 17.5733, 17.8, 17.4367
12/03/2013, 17.685, 1489650, 17.7433, 17.8267, 17.5733
12/02/2013, 17.9, 1419540, 18.0867, 18.1067, 17.8533
11/29/2013, 18.08, 1000824, 18.1717, 18.2775, 18.0533
11/27/2013, 18.1067, 810102, 18.0883, 18.1283, 18.015
11/26/2013, 18.04, 843954, 18.035, 18.14, 18.03
11/25/2013, 18.0533, 2151276, 18.095, 18.115, 17.995
11/22/2013, 18.01, 1102614, 17.8967, 18.0183, 17.82
11/21/2013, 17.8883, 968058, 17.7583, 17.8933, 17.7433
11/20/2013, 17.6683, 1767756, 17.835, 17.89, 17.5583
11/19/2013, 17.7683, 1015428, 17.8267, 17.9083, 17.7267
11/18/2013, 17.745, 1180524, 17.8583, 17.9085, 17.725
11/15/2013, 17.77, 1234392, 17.6133, 17.77, 17.5917
11/14/2013, 17.5783, 994182, 17.44, 17.5983, 17.4117
11/13/2013, 17.3733, 747750, 17.0833, 17.4433, 17.0833
11/12/2013, 17.2733, 1079520, 17.295, 17.3583, 17.1767
11/11/2013, 17.335, 542310, 17.28, 17.3567, 17.24
11/08/2013, 17.2833, 1051938, 16.9017, 17.2983, 16.8967
11/07/2013, 16.955, 2226210, 17.3733, 17.38, 16.9167
11/06/2013, 17.2533, 1676442, 17.1033, 17.2667, 17.07
11/05/2013, 16.9633, 1056114, 16.8333, 17.0283, 16.745
11/04/2013, 17.0083, 627354, 17.0417, 17.0583, 16.89
11/01/2013, 16.96, 1679172, 16.9033, 17.0183, 16.7939
10/31/2013, 16.84, 1306608, 16.9183, 17.03, 16.7967
10/30/2013, 16.98, 1627020, 17.15, 17.1783, 16.8535
10/29/2013, 17.09, 1347972, 16.9367, 17.0967, 16.9173
10/28/2013, 16.865, 1003296, 16.825, 16.9167, 16.775
10/25/2013, 16.8633, 1139982, 16.7717, 16.8633, 16.7333
10/24/2013, 16.7133, 1419438, 16.605, 16.7683, 16.5867
10/23/2013, 16.5267, 1557456, 16.52, 16.5693, 16.4217
10/22/2013, 16.6283, 2416560, 16.5817, 16.745, 16.5333
10/21/2013, 16.475, 1239726, 16.5017, 16.52, 16.4134
10/18/2013, 16.49, 2240808, 16.5033, 16.5283, 16.3383
10/17/2013, 16.4217, 2064012, 16.1383, 16.4467, 16.1167
10/16/2013, 16.4217, 2693591, 16.195, 16.4367, 16.1583
10/15/2013, 15.9917, 3046547, 16.2267, 16.2833, 15.975
10/14/2013, 16.2883, 2412750, 15.935, 16.2983, 15.925
10/11/2013, 16.1583, 1877868, 15.8817, 16.1583, 15.856
